local_queue,uav_queue,energy_user_pro,energy_user_off,energy_user,energy_uav,delay,weightedE,off_b,local_a,remote_c,time
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.85475778579712
7.2,0.0,5.36875,0.032215578770690485,5.400965578770691,0.0,0.6000000000000001,5.400965578770691,0.6,6.5,0.0,15.85475778579712
6.8,0.6,4.5925,0.003891838825209666,4.59639183882521,0.2700000000000001,0.8111111111111111,4.62339183882521,0.4,6.2,0.6,15.85475778579712
6.3,0.4,3.56125,0.01611649295402443,3.5773664929540243,0.07999999999999999,0.8875,3.5853664929540243,1.3,4.7,0.4,15.85475778579712
6.3,1.3,4.481249999999999,0.0,4.481249999999999,0.6987500000000001,0.9633333333333333,4.551124999999999,0.0,6.3,1.3,15.85475778579712
5.3,0.0,2.6912499999999993,0.01155204500811026,2.7028020450081094,0.0,0.95,2.7028020450081094,0.5,4.7,0.0,15.85475778579712
7.3,0.5,5.77125,0.0036635475456683075,5.774913547545668,0.043750000000000004,1.0,5.779288547545668,0.5,6.3,0.5,15.85475778579712
7.5,0.5,5.911249999999999,0.0019037384211910368,5.91315373842119,0.15625,1.0416666666666665,5.92877873842119,0.4,6.7,0.5,15.85475778579712
5.4,0.4,2.9575,0.011145911120290427,2.9686459111202903,0.07999999999999999,1.0333333333333332,2.9766459111202903,0.6,4.4,0.4,15.85475778579712
7.1,0.6,4.66,0.019704795824715196,4.6797047958247155,0.2700000000000001,1.0583333333333333,4.706704795824716,0.6,6.2,0.6,15.85475778579712
6.8,0.6,3.7037499999999994,0.04833878578457425,3.7520887857845735,0.2700000000000001,1.0742424242424242,3.7790887857845736,1.5,5.3,0.6,15.85475778579712
6.1,1.5,3.32125,0.03553782285818569,3.3567878228581858,0.585,1.090277777777778,3.4152878228581858,0.5,5.3,1.2,15.85475778579712
5.1,0.8,1.8099999999999998,0.0665011128068984,1.8765011128068982,0.19,1.082051282051282,1.8955011128068981,0.7,4.4,0.8,15.85475778579712
6.0,0.7,3.1662500000000002,0.0,3.1662500000000002,0.42874999999999996,1.0845238095238094,3.2091250000000002,0.0,5.5,0.7,15.85475778579712
5.7,0.0,3.7012499999999995,0.014649216125225647,3.715899216125225,0.0,1.0755555555555556,3.715899216125225,0.6,5.1,0.0,15.85475778579712
6.9,0.6,4.705,0.0,4.705,0.06750000000000002,1.0864583333333333,4.71175,0.0,6.8,0.6,15.85475778579712
6.8,0.0,4.996250000000001,0.04031692865505321,5.036566928655054,0.0,1.0892156862745097,5.036566928655054,0.6,6.1,0.0,15.85475778579712
6.5,0.6,4.771249999999999,0.024276555420031827,4.7955265554200315,0.1575,1.0944444444444443,4.811276555420031,0.4,6.1,0.6,15.85475778579712
6.5,0.4,4.364999999999999,0.05235710989167963,4.417357109891679,0.07999999999999999,1.0973684210526318,4.425357109891679,1.1,5.4,0.4,15.85475778579712
6.2,1.1,3.9274999999999998,0.004435851613133106,3.931935851613133,0.46249999999999997,1.1033333333333333,3.978185851613133,0.3,5.8,1.0,15.85475778579712
6.6,0.4,4.349999999999999,0.0,4.349999999999999,0.035,1.1063492063492062,4.353499999999999,0.0,6.6,0.4,15.85475778579712
5.5,0.0,3.42,0.0,3.42,0.0,1.0977272727272729,3.42,0.0,5.4,0.0,15.85475778579712
6.7,0.0,5.963749999999999,0.0,5.963749999999999,0.0,1.098550724637681,5.963749999999999,0.0,6.7,0.0,15.85475778579712
5.5,0.0,3.32125,0.0,3.32125,0.0,1.0909722222222222,3.32125,0.0,5.3,0.0,15.85475778579712
6.5,0.0,4.7825,0.0,4.7825,0.0,1.0906666666666667,4.7825,0.0,6.4,0.0,15.85475778579712
5.8,0.0,3.4775,0.0,3.4775,0.0,1.085897435897436,3.4775,0.0,5.8,0.0,15.85475778579712
5.8,0.0,2.945,0.0,2.945,0.0,1.0814814814814813,2.945,0.0,5.8,0.0,15.85475778579712
6.5,0.0,4.483750000000001,0.0,4.483750000000001,0.0,1.081547619047619,4.483750000000001,0.0,6.5,0.0,15.85475778579712
5.6,0.0,3.465,0.0,3.465,0.0,1.0764367816091955,3.465,0.0,5.4,0.0,15.85475778579712
7.0,0.0,6.1625000000000005,0.0,6.1625000000000005,0.0,1.0794444444444444,6.1625000000000005,0.0,7.0,0.0,15.85475778579712
6.0,0.0,4.84375,0.0,4.84375,0.0,1.0768817204301075,4.84375,0.0,5.9,0.0,15.85475778579712
9.3,0.0,7.81125,0.0,7.81125,0.0,1.0916666666666666,7.81125,0.0,8.1,0.0,15.85475778579712
7.3,0.0,5.7875000000000005,0.0,5.7875000000000005,0.0,1.0954545454545457,5.7875000000000005,0.0,7.0,0.0,15.85475778579712
5.9,0.0,3.26125,0.0,3.26125,0.0,1.0921568627450982,3.26125,0.0,5.9,0.0,15.85475778579712
4.5,0.0,1.5412500000000002,0.0,1.5412500000000002,0.0,1.0823809523809524,1.5412500000000002,0.0,4.5,0.0,15.85475778579712
8.3,0.0,6.876250000000001,0.0,6.876250000000001,0.0,1.0907407407407408,6.876250000000001,0.0,7.7,0.0,15.85475778579712
6.8,0.0,5.145,0.0,5.145,0.0,1.0918918918918918,5.145,0.0,6.6,0.0,15.85475778579712
5.4,0.0,2.7825,0.0,2.7825,0.0,1.0868421052631576,2.7825,0.0,5.4,0.0,15.85475778579712
5.1,0.0,2.845,0.0,2.845,0.0,1.0807692307692307,2.845,0.0,5.0,0.0,15.85475778579712
5.2,0.0,2.8025,0.0,2.8025,0.0,1.0754166666666667,2.8025,0.0,5.2,0.0,15.85475778579712
6.3,0.0,3.6325000000000003,0.0,3.6325000000000003,0.0,1.0747967479674796,3.6325000000000003,0.0,6.2,0.0,15.85475778579712
5.6,0.0,3.53375,0.0,3.53375,0.0,1.0714285714285716,3.53375,0.0,5.5,0.0,15.85475778579712
5.7,0.0,3.153750000000001,0.0,3.153750000000001,0.0,1.0686046511627907,3.153750000000001,0.0,5.7,0.0,15.85475778579712
6.0,0.0,3.2399999999999998,0.0,3.2399999999999998,0.0,1.0670454545454546,3.2399999999999998,0.0,6.0,0.0,15.85475778579712
5.7,0.0,2.8537500000000002,0.0,2.8537500000000002,0.0,1.0644444444444443,2.8537500000000002,0.0,5.7,0.0,15.85475778579712
6.9,0.0,4.86375,0.0,4.86375,0.0,1.066304347826087,4.86375,0.0,6.9,0.0,15.85475778579712
7.3,0.0,5.69375,0.0,5.69375,0.0,1.0695035460992908,5.69375,0.0,7.3,0.0,15.85475778579712
7.1,0.0,5.98375,0.0,5.98375,0.0,1.071875,5.98375,0.0,7.1,0.0,15.85475778579712
4.9,0.0,1.91375,0.0,1.91375,0.0,1.0666666666666669,1.91375,0.0,4.9,0.0,15.85475778579712
5.9,0.0,3.478750000000001,0.0,3.478750000000001,0.0,1.065,3.478750000000001,0.0,5.9,0.0,15.85475778579712
5.3,0.0,2.63125,0.0,2.63125,0.0,1.0614379084967323,2.63125,0.0,5.3,0.0,15.85475778579712
5.6,0.0,3.0024999999999995,0.0,3.0024999999999995,0.0,1.058974358974359,3.0024999999999995,0.0,5.6,0.0,15.85475778579712
5.6,0.0,3.115,0.0,3.115,0.0,1.0566037735849059,3.115,0.0,5.6,0.0,15.85475778579712
6.0,0.0,3.42625,0.0,3.42625,0.0,1.0555555555555556,3.42625,0.0,5.9,0.0,15.85475778579712
6.7,0.0,4.865,0.0,4.865,0.0,1.0566666666666666,4.865,0.0,6.4,0.0,15.85475778579712
6.5,0.0,5.134999999999999,0.0,5.134999999999999,0.0,1.0571428571428572,5.134999999999999,0.0,6.4,0.0,15.85475778579712
