local_queue,uav_queue,energy_user_pro,energy_user_off,energy_user,energy_uav,delay,weightedE,off_b,local_a,remote_c,time
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.07807898521423
8.2,0.0,0.012500000000000002,3.0453838120059737,3.057883812005974,0.0,0.5125,3.057883812005974,6.9,0.1,0.0,37.07807898521423
11.2,6.9,13.3,1.9852323573582495,15.28523235735825,38.8,1.0958333333333332,15.67323235735825,6.5,1.4,5.6,37.07807898521423
11.4,7.8,1.5625,2.4769610495048173,4.039461049504817,44.30000000000001,1.421875,4.482461049504818,6.0,0.5,5.8,37.07807898521423
12.9,8.0,9.112499999999999,2.3115675028784697,11.424067502878469,42.137499999999996,1.6599999999999997,11.845442502878468,7.4,0.9,5.9,37.07807898521423
13.2,9.5,12.5,1.756085260429355,14.256085260429355,34.925000000000004,1.8562499999999997,14.605335260429355,4.9,1.0,5.8,37.07807898521423
13.5,8.6,15.2,3.0091752276188757,18.209175227618875,32.6,1.9857142857142858,18.535175227618875,8.4,1.6,5.8,37.07807898521423
9.8,11.2,4.387500000000001,0.86383489753351,5.251334897533511,28.862499999999997,2.065625,5.53995989753351,4.6,0.9,5.9,37.07807898521423
15.2,9.9,0.0,2.19121645025122,2.19121645025122,34.8,2.1847222222222222,2.53921645025122,6.2,0.0,6.0,37.07807898521423
19.3,10.1,12.5,3.5050011871217546,16.005001187121756,34.8,2.3337499999999998,16.353001187121755,8.5,1.0,6.0,37.07807898521423
17.3,12.6,25.0,2.3581453222789035,27.358145322278904,29.0875,2.4613636363636364,27.649020322278904,6.3,2.0,5.9,37.07807898521423
18.7,13.0,18.9,3.8727067309460814,22.77270673094608,32.012499999999996,2.5864583333333337,23.09283173094608,6.9,1.8,5.9,37.07807898521423
19.2,14.0,12.5,2.9510364662505664,15.451036466250567,30.2125,2.706730769230769,15.753161466250567,7.7,1.0,5.9,37.07807898521423
19.5,15.8,0.0,2.280385612350887,2.280385612350887,25.312500000000004,2.8285714285714283,2.533510612350887,5.9,0.0,5.7,37.07807898521423
23.5,16.0,25.0,3.3389490538603397,28.33894905386034,28.725,2.969166666666667,28.62619905386034,8.8,2.0,6.0,37.07807898521423
20.5,18.8,16.787499999999998,1.6062410405292715,18.39374104052927,30.000000000000004,3.090625,18.69374104052927,5.0,1.7,6.0,37.07807898521423
21.9,17.8,0.0,2.6847574607468503,2.6847574607468503,29.849999999999998,3.200735294117647,2.9832574607468505,6.1,0.0,6.0,37.07807898521423
23.3,17.9,25.0,2.4155943774903177,27.41559437749032,28.037500000000005,3.3090277777777772,27.695969377490318,7.9,2.0,5.9,37.07807898521423
21.7,19.9,12.5,0.9419525624865236,13.441952562486524,28.562499999999996,3.408552631578947,13.727577562486523,2.3,1.0,5.9,37.07807898521423
24.9,16.3,25.0,4.0201188441984,29.0201188441984,30.912500000000005,3.4956249999999995,29.329243844198402,8.4,2.0,6.1,37.07807898521423
22.8,18.6,0.0,2.705471373086016,2.705471373086016,28.712499999999995,3.575595238095238,2.992596373086016,6.1,0.0,5.9,37.07807898521423
22.8,18.8,0.0,1.890818256870783,1.890818256870783,27.5875,3.649431818181818,2.166693256870783,6.3,0.0,5.9,37.07807898521423
21.1,19.2,0.0,1.1388773785423725,1.1388773785423725,26.762499999999996,3.7097826086956522,1.4065023785423725,4.3,0.0,5.9,37.07807898521423
27.1,17.6,0.0,4.704465349471181,4.704465349471181,31.2875,3.788020833333333,5.017340349471181,8.2,0.0,6.1,37.07807898521423
27.8,19.7,0.0,3.6080584420761244,3.6080584420761244,31.2875,3.874,3.9209334420761244,7.7,0.0,6.1,37.07807898521423
