local_queue,uav_queue,energy_user,energy_uav,delay,weightedE,off_b,local_a,remote_c
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.9,0.0,8.94690404434698,0.0,0.49375,8.94690404434698,6.2,1.4,0.0
5.2,6.2,0.32239260012787274,64.2,0.8041666666666668,6.742392600127873,3.0,0.4,5.4
9.7,3.8,17.280257692728657,39.5125,1.025,21.23150769272866,5.9,2.2,3.5
14.7,6.2,6.949270273957393,107.17500000000001,1.3425,17.666770273957393,8.2,0.0,5.4
12.9,9.0,30.87454616686288,109.0125,1.575,41.77579616686288,7.8,3.1,8.1
9.9,8.7,13.387985097914035,242.075,1.6821428571428574,37.595485097914036,5.4,1.0,7.0
13.0,7.1,9.332854214996393,100.5625,1.7859375,19.389104214996394,6.5,0.7,6.5
13.4,7.1,25.795912272203243,92.4875,1.8722222222222222,35.04466227220324,6.6,1.9,6.7
12.5,7.0,5.321403324994053,90.75,1.9287499999999997,14.396403324994054,7.1,0.0,6.0
14.9,8.1,16.772971202718026,125.83750000000002,2.014772727272727,29.356721202718028,8.3,1.0,7.7
11.8,8.7,15.962770515471435,119.2625,2.060416666666667,27.889020515471437,6.5,1.0,7.9
12.8,7.3,9.22345402868472,105.975,2.0951923076923076,19.82095402868472,9.0,0.8,6.6
13.3,9.7,18.75725000370239,154.7875,2.150892857142857,34.23600000370239,7.5,1.6,8.9
12.6,8.3,7.644381658109013,148.50000000000003,2.1816666666666666,22.494381658109017,8.0,0.6,7.8
10.9,8.5,4.707688660997487,163.13750000000002,2.196875,21.02143866099749,4.3,0.5,7.9
11.1,4.9,12.82672229758334,78.425,2.1852941176470586,20.66922229758334,9.3,1.6,4.6
10.1,9.6,7.507000477989243,231.25,2.2006944444444447,30.632000477989244,5.0,1.8,9.2
12.3,5.4,7.743684459809183,86.7125,2.2013157894736843,16.41493445980918,7.6,0.7,4.9
8.8,8.1,4.036428444071942,219.18750000000003,2.1968749999999995,25.955178444071944,4.2,0.5,7.5
11.6,4.8,7.099644382153097,88.0625,2.1898809523809524,15.905894382153097,8.4,0.8,4.3
10.9,8.9,4.6745710503222195,231.62499999999997,2.202840909090909,27.837071050322216,4.6,0.5,8.6
14.8,4.9,34.08001625673205,54.99999999999999,2.2141304347826085,39.58001625673205,10.4,3.2,4.4
9.1,10.9,4.839225219157988,516.4000000000001,2.2260416666666667,56.479225219158,5.4,0.5,9.8
10.4,6.5,3.4411077304718805,85.9,2.2215,12.031107730471883,6.4,0.2,6.2
