local_queue,uav_queue,energy_user,energy_uav,delay,weightedE,off_b,local_a,remote_c
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.2,0.0,0.4506845851850457,0.0,0.35,0.4506845851850457,3.8,0.4,0.0
4.8,3.8,2.162140213089061,1.7875,0.711111111111111,2.340890213089061,3.2,1.2,1.7
4.9,5.3,5.72169296683314,2.725,0.9583333333333333,5.99419296683314,0.4,3.0,2.6
5.9,3.1,1.4655417729483313,2.2375000000000003,1.0666666666666669,1.6892917729483314,5.2,0.7,2.3
3.4,6.0,2.128081416124986,2.0375,1.15,2.331831416124986,1.2,1.4,1.9
6.4,5.3,3.7162813180915473,2.4749999999999996,1.2642857142857142,3.9637813180915473,3.5,1.9,2.4
6.6,6.4,4.182413290669996,1.8875000000000002,1.3770833333333334,4.371163290669996,2.6,2.2,1.9
6.9,7.1,3.974801149366262,2.4625,1.4833333333333332,4.221051149366262,2.7,2.2,2.3
7.0,7.5,5.252314254220705,2.5625,1.5766666666666667,5.508564254220705,0.1,3.0,2.5
8.3,5.1,4.558624297873268,1.8124999999999998,1.6363636363636362,4.739874297873269,3.9,2.4,1.9
6.7,7.1,2.999316003701924,1.7000000000000002,1.6916666666666669,3.169316003701924,5.6,0.8,1.6
5.0,11.1,4.90317091055675,2.7125000000000004,1.7679487179487183,5.1744209105567505,0.2,2.6,2.5
6.8,8.8,3.4237648082214305,1.9875,1.8273809523809526,3.6225148082214305,1.4,1.9,2.1
7.8,8.1,5.463227250939683,2.375,1.8822222222222222,5.700727250939683,3.5,2.8,2.2
6.1,9.4,4.840119345937055,2.3625,1.9260416666666669,5.076369345937055,0.9,2.5,2.1
7.1,8.2,3.163826227726979,2.0375,1.9627450980392158,3.3675762277269787,2.8,1.5,1.9
7.6,9.1,3.897659942411021,2.2375000000000003,2.0083333333333337,4.121409942411021,3.3,1.6,2.3
5.0,10.1,3.463728346049733,2.4625,2.0350877192982457,3.709978346049733,0.7,2.2,2.3
8.0,8.5,4.332042491318354,2.4749999999999996,2.0708333333333333,4.579542491318354,2.3,2.3,2.4
8.8,8.4,5.527133208298134,1.9,2.108730158730159,5.717133208298135,4.2,2.3,2.0
5.4,10.6,4.065721344915801,2.3625,2.134090909090909,4.301971344915801,1.1,2.2,2.1
7.2,9.6,3.235033675737728,2.8,2.163043478260869,3.515033675737728,3.8,2.0,2.6
6.8,10.8,6.4465672622833425,2.125,2.1951388888888888,6.659067262283343,1.0,3.3,2.0
8.6,9.8,4.906866096358985,1.8875000000000002,2.2299999999999995,5.0956160963589845,2.0,2.4,1.9
9.3,9.9,3.86495660832105,3.0374999999999996,2.267307692307692,4.16870660832105,2.5,2.2,2.7
10.2,9.7,4.1167205662769755,2.575,2.306172839506173,4.374220566276976,3.9,2.5,2.6
9.1,11.0,5.522193577633941,1.7875,2.343452380952381,5.700943577633941,3.9,2.2,1.7
7.8,13.2,4.678814621367707,2.3625,2.3833333333333337,4.915064621367707,3.4,2.0,2.1
6.0,14.5,4.151068124539686,2.8999999999999995,2.417777777777778,4.441068124539686,2.2,2.5,2.8
6.1,13.9,3.43342202518774,1.8000000000000003,2.4473118279569896,3.6134220251877402,1.1,2.0,1.8
8.1,13.2,5.397483377690199,2.7125000000000004,2.481770833333333,5.6687333776902,3.3,2.4,2.5
7.8,14.0,5.6589489992148705,2.375,2.5166666666666666,5.89644899921487,0.9,2.8,2.2
7.9,12.7,4.574209235301821,2.4749999999999996,2.5436274509803924,4.821709235301821,0.7,2.8,2.4
10.4,11.0,5.108984152475881,2.3625,2.572857142857143,5.345234152475881,4.7,2.3,2.1
6.5,13.6,3.4269653171739027,2.0375,2.5944444444444446,3.6307153171739026,2.8,1.8,1.9
8.3,14.5,5.742655068962289,2.375,2.627027027027027,5.980155068962289,1.2,3.0,2.2
9.6,13.5,5.275427761042609,2.3875,2.6592105263157895,5.514177761042609,2.9,2.8,2.3
6.9,14.1,4.880913353066191,2.6999999999999997,2.6807692307692306,5.150913353066191,0.4,3.0,2.4
7.5,12.1,3.1323363535453903,2.0375,2.695416666666667,3.33608635354539,2.8,1.5,1.9
7.3,13.0,3.3466636105988323,2.375,2.7121951219512193,3.584163610598832,2.8,2.0,2.2
7.2,13.6,3.2126787706970705,2.125,2.7301587301587302,3.4251787706970704,2.6,1.9,2.0
8.5,14.2,5.6315807658284776,2.3625,2.7546511627906978,5.867830765828478,1.3,2.8,2.1
9.1,13.4,5.006955518044804,2.7125000000000004,2.7772727272727273,5.278205518044804,3.2,2.6,2.5
9.2,14.1,4.12441251797584,2.225,2.8018518518518514,4.3469125179758406,3.2,2.0,2.2
8.9,15.1,6.5125,3.0374999999999996,2.8278985507246377,6.81625,0.0,3.5,2.7
7.8,12.4,3.5185319249911946,2.4625,2.8393617021276594,3.7647819249911945,2.8,1.9,2.3
8.7,12.9,4.74304646337679,2.225,2.855208333333333,4.96554646337679,3.0,2.5,2.2
8.2,13.7,3.991650194318906,2.3625,2.871428571428571,4.227900194318906,2.6,2.5,2.1
7.9,14.2,4.82450079142205,2.375,2.8876666666666666,5.06200079142205,1.0,2.5,2.2
7.9,13.0,5.630045382257437,2.4875000000000003,2.8993464052287585,5.8787953822574375,3.0,2.1,2.5
6.3,13.5,4.832918531822031,2.225,2.9070512820512824,5.055418531822031,1.1,2.4,2.2
7.5,12.4,5.240060990147702,2.6999999999999997,2.9147798742138367,5.510060990147702,0.5,2.9,2.4
9.3,10.5,5.587934714180949,2.0500000000000003,2.9219135802469136,5.792934714180949,3.5,2.5,2.0
7.3,12.0,3.31738646988427,2.125,2.9272727272727272,3.52988646988427,2.8,1.8,2.0
7.1,12.8,4.4360192705189885,2.8,2.93422619047619,4.716019270518989,2.6,2.6,2.6
6.0,12.8,4.914246149217368,1.8000000000000003,2.937719298245614,5.094246149217367,0.5,2.6,1.8
7.4,11.5,2.9778137371034386,1.9,2.9413793103448276,3.1678137371034385,2.7,1.6,2.0
7.7,12.2,5.149940940838203,2.6999999999999997,2.9477401129943503,5.419940940838202,0.5,2.7,2.4
8.7,10.3,3.6524228236681178,2.1625000000000005,2.9513888888888884,3.868672823668118,3.3,1.8,2.3
8.3,11.3,3.6510946587002566,2.7125000000000004,2.9565573770491804,3.922344658700257,2.6,1.9,2.5
8.8,11.4,3.7994226742977513,3.05,2.9631720430107524,4.104422674297751,2.8,2.4,2.8
10.5,11.4,5.036485700044699,2.0500000000000003,2.974074074074074,5.2414857000446995,4.0,2.4,2.0
7.9,13.4,3.760025870592709,2.375,2.983072916666667,3.997525870592709,2.9,1.8,2.2
8.1,14.1,5.440553015856757,2.6999999999999997,2.994102564102564,5.710553015856757,2.9,2.8,2.4
8.1,14.6,5.187830022913009,2.0375,3.0060606060606063,5.3915800229130095,2.2,2.7,1.9
6.6,14.9,4.239344611156797,2.4625,3.014676616915423,4.485594611156797,1.3,2.4,2.3
6.5,13.9,5.805067775264449,2.7125000000000004,3.0203431372549017,6.0763177752644495,0.4,3.2,2.5
7.9,11.8,3.6266897271378156,2.4749999999999996,3.024154589371981,3.8741897271378156,2.0,1.9,2.4
7.6,11.4,3.541569072711131,2.3875,3.026190476190476,3.780319072711131,3.4,2.1,2.3
6.4,12.5,5.549650987411194,2.4625,3.027934272300469,5.795900987411194,2.5,2.9,2.3
