local_queue,uav_queue,energy_user_pro,energy_user_off,energy_user,energy_uav,delay,weightedE,off_b,local_a,remote_c,time
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.84381794929504
4.2,0.0,0.11250000000000002,0.4432526427158474,0.5557526427158475,0.0,0.2625,0.5557526427158475,3.9,0.3,0.0,125.84381794929504
6.3,3.9,14.425,0.24788283225122038,14.67288283225122,20.362499999999997,0.6,14.876507832251221,3.7,2.6,3.9,125.84381794929504
10.2,3.7,28.512500000000006,0.43037110407111046,28.942871104071116,59.4125,0.884375,29.536996104071115,6.3,3.1,3.7,125.84381794929504
10.0,6.3,31.200000000000006,1.4723646452825023,32.67236464528251,103.3125,1.115,33.705489645282505,6.1,3.6,5.7,125.84381794929504
6.5,6.7,11.1375,0.29025218610153686,11.427752186101536,57.45,1.2041666666666664,12.002252186101536,4.4,2.1,5.4,125.84381794929504
10.5,5.7,25.0,1.3158445189631442,26.315844518963143,43.4375,1.3214285714285716,26.750219518963142,7.7,2.0,4.9,125.84381794929504
11.8,8.5,67.5875,0.7380987850287749,68.32559878502877,31.6875,1.4734375,68.64247378502877,4.3,6.1,5.7,125.84381794929504
10.4,7.1,29.599999999999998,2.264579658720892,31.86457965872089,38.125,1.552777777777778,32.245829658720886,6.9,3.4,5.6,125.84381794929504
8.3,8.4,32.849999999999994,0.3562412115966754,33.20624121159667,53.837500000000006,1.60625,33.74461621159667,3.7,4.2,5.9,125.84381794929504
5.7,6.2,10.137500000000001,0.35846268047387897,10.49596268047388,45.88750000000001,1.5954545454545455,10.954837680473881,3.2,2.5,5.3,125.84381794929504
8.7,4.1,31.5125,0.36180797869788633,31.874307978697885,51.212500000000006,1.5958333333333332,32.38643297869788,4.6,3.1,4.1,125.84381794929504
6.7,4.6,20.6,0.2664973119545408,20.866497311954543,94.17500000000001,1.5817307692307692,21.808247311954542,3.6,2.8,4.6,125.84381794929504
8.1,3.6,7.975,1.1933610187201973,9.168361018720198,53.32500000000001,1.5732142857142857,9.701611018720198,6.7,1.4,3.6,125.84381794929504
7.3,6.7,38.387499999999996,0.1725097275297858,38.56000972752978,82.5,1.585,39.385009727529784,2.9,4.1,6.0,125.84381794929504
8.5,3.6,13.749999999999998,0.8768577875615519,14.62685778756155,42.6,1.58046875,15.05285778756155,6.1,2.0,3.6,125.84381794929504
9.2,6.1,50.0125,0.42058349415230184,50.43308349415231,99.5625,1.6,51.4287084941523,4.0,4.1,5.7,125.84381794929504
8.5,4.4,14.874999999999998,1.7660352974740765,16.641035297474076,59.1875,1.6006944444444446,17.232910297474078,6.5,2.0,4.3,125.84381794929504
7.5,6.6,6.2125,1.1740120390906141,7.386512039090615,73.95,1.6092105263157894,8.126012039090615,5.8,1.7,5.4,125.84381794929504
11.3,7.0,50.30000000000001,0.7565302836035297,51.05653028360354,63.987500000000004,1.6431250000000002,51.696405283603546,6.1,4.6,5.5,125.84381794929504
8.0,7.6,40.3125,0.12839911286162992,40.44089911286163,38.050000000000004,1.6577380952380953,40.82139911286163,3.3,3.9,5.6,125.84381794929504
11.0,5.3,33.12500000000001,0.612512253077285,33.73751225307729,44.12500000000001,1.675,34.17876225307729,6.1,4.0,5.0,125.84381794929504
7.4,6.4,29.6375,0.21555136648936818,29.853051366489368,104.1,1.6771739130434782,30.894051366489368,3.7,3.1,5.4,125.84381794929504
7.8,4.7,3.712499999999999,1.16597601035533,4.878476010355329,32.512499999999996,1.6723958333333333,5.203601010355329,6.3,1.5,4.5,125.84381794929504
7.3,6.5,36.375,0.17808933636354835,36.55308933636355,65.61250000000001,1.6745,37.20921433636355,2.7,4.2,5.9,125.84381794929504
6.9,3.3,16.5625,0.2604964526849891,16.82299645268499,53.81250000000001,1.6591346153846154,17.36112145268499,4.0,2.9,3.3,125.84381794929504
6.8,4.0,15.312499999999998,1.1166867737110924,16.42918677371109,90.875,1.647685185185185,17.337936773711093,4.5,1.9,4.0,125.84381794929504
9.1,4.5,32.787499999999994,1.8280633009029168,34.61556330090291,77.43750000000001,1.6495535714285716,35.38993830090291,5.3,3.7,4.5,125.84381794929504
6.1,5.3,12.625,0.2732908182149915,12.898290818214992,148.39999999999998,1.6418103448275865,14.382290818214992,4.4,1.4,5.2,125.84381794929504
7.9,4.5,30.425,1.206767530033647,31.63176753003365,61.687500000000014,1.63875,32.24864253003365,4.3,3.4,4.5,125.84381794929504
9.7,4.3,25.887499999999992,0.612638914134551,26.500138914134542,63.5375,1.6423387096774196,27.135513914134542,6.1,3.1,4.3,125.84381794929504
8.4,6.1,43.925000000000004,0.36958524399411624,44.29458524399412,103.03750000000001,1.64765625,45.32496024399412,3.8,4.0,5.9,125.84381794929504
7.6,4.0,10.787500000000001,0.5107740926625587,11.29827409266256,72.12500000000001,1.6416666666666668,12.019524092662559,5.9,1.7,4.0,125.84381794929504
8.3,5.9,37.6125,0.23183361900101174,37.844333619001006,79.6625,1.6455882352941178,38.640958619001005,3.7,3.9,5.5,125.84381794929504
7.9,4.1,15.562500000000002,0.3877256917530936,15.950225691753095,34.637499999999996,1.6414285714285715,16.296600691753095,5.8,2.1,4.1,125.84381794929504
6.7,5.8,16.8,0.3399526269744189,17.13995262697442,155.8125,1.6392361111111111,18.69807762697442,4.6,1.8,5.7,125.84381794929504
5.5,4.7,27.0125,0.06358167118031509,27.076081671180315,46.3375,1.629391891891892,27.539456671180314,2.3,3.1,4.7,125.84381794929504
