local_queue,uav_queue,energy_user_pro,energy_user_off,energy_user,energy_uav,delay,weightedE,off_b,local_a,remote_c,time
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.536041975021362
6.9,0.0,4.2749999999999995,0.788724080757702,5.0637240807577015,0.0,0.575,5.0637240807577015,5.7,1.2,0.0,16.536041975021362
6.6,5.7,24.012499999999996,0.18857758025915147,24.20107758025915,65.575,1.0666666666666669,30.75857758025915,3.2,3.1,5.6,16.536041975021362
6.9,3.3,2.6999999999999997,0.460214250703847,3.160214250703847,28.0125,1.225,5.9614642507038464,4.7,1.2,3.3,16.536041975021362
7.5,4.7,24.575000000000003,0.3514756762427479,24.926475676242752,53.7625,1.3866666666666667,30.30272567624275,4.1,3.4,4.7,16.536041975021362
6.2,4.1,12.662499999999998,0.14927417740206703,12.811774177402064,41.3125,1.4416666666666664,16.943024177402066,3.3,2.9,4.1,16.536041975021362
7.1,3.3,23.525000000000002,0.20076097444729285,23.725760974447294,30.1875,1.4833333333333332,26.744510974447294,3.6,2.8,3.3,16.536041975021362
8.2,3.6,18.324999999999996,1.6636524284274985,19.988652428427493,29.025,1.54375,22.891152428427493,4.7,2.6,3.6,16.536041975021362
7.4,4.7,35.412499999999994,0.14061909770327347,35.55311909770327,57.28749999999999,1.5962962962962963,41.281869097703265,3.1,4.3,4.7,16.536041975021362
6.3,3.1,18.312499999999996,0.221684146336866,18.534184146336862,41.5625,1.5933333333333333,22.690434146336862,3.4,2.5,3.1,16.536041975021362
6.6,3.4,17.075,0.33936753060394775,17.414367530603947,37.55,1.5999999999999999,21.169367530603946,4.1,2.2,3.4,16.536041975021362
7.5,4.1,30.525000000000002,0.4404627332570862,30.965462733257088,30.812499999999993,1.6277777777777778,34.04671273325709,3.8,3.6,4.1,16.536041975021362
6.4,3.8,12.712500000000002,0.33010012045618853,13.042600120456191,44.125,1.6333333333333333,17.45510012045619,4.3,2.1,3.8,16.536041975021362
5.7,4.3,6.9624999999999995,0.24276464376747622,7.205264643767475,43.88749999999999,1.6357142857142857,11.594014643767474,3.2,2.3,4.3,16.536041975021362
6.1,3.2,5.062500000000001,0.7563625084938242,5.818862508493825,30.849999999999998,1.6300000000000001,8.903862508493825,4.6,1.5,3.2,16.536041975021362
6.3,4.6,23.8875,0.13104326237217354,24.018543262372173,63.575,1.6416666666666668,30.376043262372175,2.4,3.9,4.6,16.536041975021362
6.1,2.4,14.925000000000002,0.6165682036072369,15.54156820360724,11.250000000000002,1.6284313725490194,16.66656820360724,3.1,3.0,2.4,16.536041975021362
6.4,3.1,14.525000000000004,0.36058326967496535,14.885583269674969,30.162499999999998,1.625925925925926,17.90183326967497,3.2,2.8,3.1,16.536041975021362
6.4,3.2,15.737499999999999,0.32818931025924375,16.06568931025924,25.600000000000005,1.6245614035087719,18.62568931025924,3.5,2.9,3.2,16.536041975021362
5.9,3.5,11.0125,0.2505025767781028,11.263002576778103,27.437499999999996,1.6216666666666666,14.006752576778103,4.1,1.7,3.5,16.536041975021362
6.9,4.1,22.4,0.31567551429266383,22.715675514292663,32.38750000000001,1.6317460317460317,25.954425514292666,3.6,2.8,4.1,16.536041975021362
6.4,3.6,16.537499999999998,0.21344027565646442,16.75094027565646,25.65,1.6333333333333333,19.315940275656462,3.1,3.3,3.6,16.536041975021362
6.3,3.1,12.5875,0.14826013921355496,12.735760139213555,24.0875,1.6304347826086953,15.144510139213555,4.0,2.3,3.1,16.536041975021362
4.9,4.0,18.5,0.06522247606529594,18.565222476065294,26.45,1.6243055555555557,21.210222476065294,2.1,2.8,4.0,16.536041975021362
5.6,2.1,3.4999999999999996,0.545621502925884,4.045621502925884,10.7625,1.610666666666667,5.121871502925884,4.4,1.0,2.1,16.536041975021362
5.8,4.4,18.437499999999996,0.03568779597136852,18.473187795971366,25.52499999999999,1.614102564102564,21.025687795971365,1.8,3.5,4.4,16.536041975021362
7.1,1.8,11.275,0.6556429788258437,11.930642978825844,11.475,1.6092592592592592,13.078142978825845,5.1,2.0,1.8,16.536041975021362
6.2,5.1,27.55,0.22654349865887255,27.776543498658874,44.887499999999996,1.619047619047619,32.26529349865888,2.2,3.8,5.1,16.536041975021362
7.2,2.2,5.062499999999999,0.38969103820394857,5.452191038203948,19.025,1.6172413793103448,7.354691038203947,5.7,1.5,2.2,16.536041975021362
5.4,5.7,19.650000000000002,0.00830176421864129,19.658301764218642,60.18750000000001,1.625,25.677051764218643,0.8,4.2,5.7,16.536041975021362
6.8,0.8,4.262499999999999,1.3492242356553512,5.61172423565535,6.400000000000001,1.6134408602150536,6.251724235655351,5.7,1.1,0.8,16.536041975021362
6.0,5.7,23.462500000000002,0.13099327694775045,23.593493276947754,45.1875,1.6239583333333332,28.112243276947755,2.2,3.5,5.7,16.536041975021362
7.4,2.2,3.6000000000000005,2.2575911345012996,5.8575911345013,10.325000000000001,1.6232323232323231,6.890091134501301,6.2,1.2,2.2,16.536041975021362
5.1,6.2,19.124999999999996,0.08468175480490603,19.2096817548049,72.45000000000002,1.6308823529411764,26.454681754804902,1.5,3.0,6.0,16.536041975021362
7.5,1.7,3.8375,1.4434405662122742,5.280940566212275,5.1625000000000005,1.6280952380952378,5.797190566212275,6.2,1.3,1.7,16.536041975021362
6.4,6.2,19.5625,0.615384308586499,20.1778843085865,83.025,1.6412037037037037,28.4803843085865,3.1,2.9,6.0,16.536041975021362
6.7,3.3,17.1375,0.17040957985591365,17.307909579855913,25.9875,1.6418918918918919,19.906659579855912,4.0,2.7,3.3,16.536041975021362
